"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"SURVEY","2019","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","133",""
"SURVEY","2019","YEAR - AUG FORECAST","","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","145",""
"SURVEY","2019","YEAR - NOV FORECAST","","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","137",""
"SURVEY","2019","YEAR - OCT FORECAST","","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","142",""
"SURVEY","2019","YEAR - SEP FORECAST","","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","140",""
"SURVEY","2018","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","108",""
"SURVEY","2018","YEAR - AUG FORECAST","","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","115",""
"SURVEY","2018","YEAR - NOV FORECAST","","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","113",""
"SURVEY","2018","YEAR - OCT FORECAST","","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","107",""
"SURVEY","2018","YEAR - SEP FORECAST","","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","105",""
"SURVEY","2017","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","140",""
"SURVEY","2017","YEAR - AUG FORECAST","","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","132",""
"SURVEY","2017","YEAR - NOV FORECAST","","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","142",""
"SURVEY","2017","YEAR - OCT FORECAST","","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","142",""
"SURVEY","2017","YEAR - SEP FORECAST","","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","140",""
"SURVEY","2016","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","127",""
"SURVEY","2016","YEAR - AUG FORECAST","","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","130",""
"SURVEY","2016","YEAR - NOV FORECAST","","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","124",""
"SURVEY","2016","YEAR - OCT FORECAST","","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","124",""
"SURVEY","2016","YEAR - SEP FORECAST","","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","130",""
"SURVEY","2015","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","135",""
"SURVEY","2015","YEAR - AUG FORECAST","","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","143",""
"SURVEY","2015","YEAR - NOV FORECAST","","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","143",""
"SURVEY","2015","YEAR - OCT FORECAST","","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","143",""
"SURVEY","2015","YEAR - SEP FORECAST","","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","143",""
"SURVEY","2014","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","148",""
"SURVEY","2014","YEAR - AUG FORECAST","","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","144",""
"SURVEY","2014","YEAR - NOV FORECAST","","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","148",""
"SURVEY","2014","YEAR - OCT FORECAST","","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","148",""
"SURVEY","2014","YEAR - SEP FORECAST","","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","147",""
"SURVEY","2013","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","136",""
"SURVEY","2013","YEAR - AUG FORECAST","","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","138",""
"SURVEY","2013","YEAR - NOV FORECAST","","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","138",""
"SURVEY","2013","YEAR - SEP FORECAST","","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","138",""
"SURVEY","2012","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","129",""
"SURVEY","2012","YEAR - AUG FORECAST","","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","150",""
"SURVEY","2012","YEAR - NOV FORECAST","","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","140",""
"SURVEY","2012","YEAR - OCT FORECAST","","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","145",""
"SURVEY","2012","YEAR - SEP FORECAST","","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","152",""
"SURVEY","2011","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","91",""
"SURVEY","2011","YEAR - AUG FORECAST","","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","112",""
"SURVEY","2011","YEAR - NOV FORECAST","","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","105",""
"SURVEY","2011","YEAR - OCT FORECAST","","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","112",""
"SURVEY","2011","YEAR - SEP FORECAST","","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","112",""
"SURVEY","2010","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","144",""
"SURVEY","2010","YEAR - AUG FORECAST","","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","140",""
"SURVEY","2010","YEAR - NOV FORECAST","","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","143",""
"SURVEY","2010","YEAR - OCT FORECAST","","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","140",""
"SURVEY","2010","YEAR - SEP FORECAST","","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","140",""
"SURVEY","2009","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","124",""
"SURVEY","2009","YEAR - AUG FORECAST","","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","125",""
"SURVEY","2009","YEAR - NOV FORECAST","","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","130",""
"SURVEY","2009","YEAR - OCT FORECAST","","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","130",""
"SURVEY","2009","YEAR - SEP FORECAST","","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","125",""
"SURVEY","2008","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","118",""
"SURVEY","2008","YEAR - AUG FORECAST","","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","126",""
"SURVEY","2008","YEAR - NOV FORECAST","","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","129",""
"SURVEY","2008","YEAR - OCT FORECAST","","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","127",""
"SURVEY","2008","YEAR - SEP FORECAST","","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","124",""
"SURVEY","2007","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","148",""
"SURVEY","2007","YEAR - AUG FORECAST","","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","142",""
"SURVEY","2007","YEAR - NOV FORECAST","","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","150",""
"SURVEY","2007","YEAR - OCT FORECAST","","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","144",""
"SURVEY","2007","YEAR - SEP FORECAST","","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","144",""
"SURVEY","2006","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","121",""
"SURVEY","2006","YEAR - AUG FORECAST","","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","108",""
"SURVEY","2006","YEAR - NOV FORECAST","","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","116",""
"SURVEY","2006","YEAR - OCT FORECAST","","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","116",""
"SURVEY","2006","YEAR - SEP FORECAST","","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","116",""
"SURVEY","2005","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","114",""
"SURVEY","2005","YEAR - AUG FORECAST","","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","124",""
"SURVEY","2005","YEAR - NOV FORECAST","","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","120",""
"SURVEY","2005","YEAR - OCT FORECAST","","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","120",""
"SURVEY","2005","YEAR - SEP FORECAST","","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","120",""
"SURVEY","2004","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","139",""
"SURVEY","2004","YEAR - AUG FORECAST","","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","130",""
"SURVEY","2004","YEAR - NOV FORECAST","","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","135",""
"SURVEY","2004","YEAR - OCT FORECAST","","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","133",""
"SURVEY","2004","YEAR - SEP FORECAST","","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","130",""
"SURVEY","2003","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","118",""
"SURVEY","2003","YEAR - AUG FORECAST","","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","112",""
"SURVEY","2003","YEAR - NOV FORECAST","","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","111",""
"SURVEY","2003","YEAR - OCT FORECAST","","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","111",""
"SURVEY","2003","YEAR - SEP FORECAST","","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","111",""
"SURVEY","2002","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","113",""
"SURVEY","2002","YEAR - AUG FORECAST","","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","105",""
"SURVEY","2002","YEAR - NOV FORECAST","","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","110",""
"SURVEY","2002","YEAR - OCT FORECAST","","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","110",""
"SURVEY","2002","YEAR - SEP FORECAST","","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","108",""
"SURVEY","2001","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","118",""
"SURVEY","2001","YEAR - AUG FORECAST","","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","105",""
"SURVEY","2001","YEAR - NOV FORECAST","","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","115",""
"SURVEY","2001","YEAR - OCT FORECAST","","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","115",""
"SURVEY","2001","YEAR - SEP FORECAST","","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","115",""
"SURVEY","2000","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","124",""
"SURVEY","2000","YEAR - AUG FORECAST","","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","135",""
"SURVEY","2000","YEAR - NOV FORECAST","","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","128",""
"SURVEY","2000","YEAR - OCT FORECAST","","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","132",""
"SURVEY","2000","YEAR - SEP FORECAST","","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","132",""
